path,genre_gt,clip_type,duration_s,ok
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0348__GS_ODS_Top_Loops__GS_ODS_145_Top_V2.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/loop/0349__GS_ODS_Bass_Loops__GS_ODS_140_Fm_SynthBass_02.wav,garage_dubstep,loop,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0350__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Pluck_G_03.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0351__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_01.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0352__GS_ODS_Kick_One_Shots__GS_ODS_Kick_12.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0353__GS_ODS_Snare_One_Shots__GS_CNFD_Snare_05.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0354__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_14.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0355__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Piano_C_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0356__GS_ODS_Kick_One_Shots__GS_ODS_Kick_15.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0357__GS_ODS_Bass_One_Shots__GS_ODS_SynthBass_F_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0358__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_04.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0359__GS_ODS_Snare_One_Shots__GS_CNFD_Snare_09.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0360__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Pad_Em.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0361__GS_ODS_Percussion_One_Shots__GS_ODS_Perc_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0362__GS_ODS_Kick_One_Shots__GS_ODS_Kick_18.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0363__GS_ODS_Kick_One_Shots__GS_ODS_Kick_04.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0364__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Piano_A#_01.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0365__GS_ODS_Kick_One_Shots__GS_ODS_Kick_13.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0366__GS_ODS_Kick_One_Shots__GS_ODS_Kick_19.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0367__GS_ODS_Snare_One_Shots__GS_CNFD_Snare_03.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0368__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_17.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0369__GS_ODS_Open_Hat_One_Shots__GS_ODS_OpenHat_08.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0370__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Arp_F#m.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0371__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Pad_G#_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0372__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0373__GS_ODS_Bass_One_Shots__GS_ODS_SynthBass_A#_03.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0374__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Piano_A#_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0375__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_09.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0376__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Pad_C.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0377__GS_ODS_Kick_One_Shots__GS_ODS_Kick_20.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0378__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_11.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0379__GS_ODS_Kick_One_Shots__GS_ODS_Kick_16.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0380__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Pad_F_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0381__GS_ODS_Bass_One_Shots__GS_ODS_SynthBass_G.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0382__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Arp_G#.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0383__GS_ODS_FX_One_Shots__GS_ODS_FX_Atmo_08.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0384__GS_ODS_Snare_One_Shots__GS_CNFD_Snare_14.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0385__GS_ODS_Bass_One_Shots__GS_ODS_SynthBass_E_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0386__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Key_D_01.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0387__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_15.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0388__GS_ODS_FX_One_Shots__GS_ODS_FX_Riser_01.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0389__GS_ODS_Closed_Hat_One_Shots__GS_ODS_Closed_Hat_20.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0390__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Piano_Dm_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0391__GS_ODS_Kick_One_Shots__GS_ODS_Kick_08.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0392__GS_ODS_Snare_One_Shots__GS_CNFD_Snare_08.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0393__GS_ODS_Open_Hat_One_Shots__GS_ODS_OpenHat_01.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0394__GS_ODS_Percussion_One_Shots__GS_ODS_Perc_Foley_01.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0395__GS_ODS_FX_One_Shots__GS_ODS_FX_Atmo_02.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0396__GS_ODS_Open_Hat_One_Shots__GS_ODS_OpenHat_10.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0397__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Pluck_G#m.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0398__GS_ODS_Percussion_One_Shots__GS_ODS_Perc_05.wav,garage_dubstep,oneshot,,1
/scratch/mk9649/repos/essentia_genre_test/data/audio/garage_dubstep/oneshot/0399__GS_ODS_Synth_One_Shots__GS_ODS_Synth_Pad_Fm_02.wav,garage_dubstep,oneshot,,1
